unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Recreation,Ocean Breeze Recreation Staff,2020-07-21T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Recreation,St James,2020-07-20T11:00:00.000,Bronx,Park,St. James Park,A Walk In The Park,Open House,Fitness,2.0,Adults,Sharepoint,Fitness
Recreation,,2018-07-13T21:00:00.000,Staten Island,Pool,Faber Pool and Park,Movies Under the Stars: Hook,Community Based Event,Mobile Unit,35.0,General Public,Sharepoint,Movies
Recreation,,2020-07-16T11:00:00.000,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,16.0,Children;#Tot;#Teens;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-20T18:00:00.000,Brooklyn,Park,Marine Park,Ask a Ranger: Wildlife Sightings,Community Based Event,Nature,3.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-21T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,Sport,0.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-17T11:00:00.000,Queens,Park,Detective Keith L Williams Park,Kids in Motion,Community Based Event,KIM,14.0,Children;#Tot;#Teens;#General Public,Sharepoint,Summer 2020
Recreation,,2020-07-13T11:00:00.000,Queens,Park,Detective Keith L Williams Park,Kids in Motion,Community Based Event,KIM,15.0,General Public;#Teens;#Children;#Tot,Sharepoint,Summer 2020
Public Programs,,2020-07-15T11:00:00.000,Queens,Park,Detective Keith L Williams Park,Outdoor Programming,Community Based Event,Mobile Unit,22.0,General Public;#Children;#Tot,Sharepoint,Summer 2020
Recreation,Quiana and Nessa,2020-07-17T15:30:00.000,Bronx,Park,Williamsbridge Oval Park,Jump Rope,Open House,Fitness,0.0,Children;#Young Adult,Sharepoint,Summer 2020
Recreation,Carl Antoine,2020-07-21T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Pickle Ball,Community Based Event,Sport,4.0,Seniors,Sharepoint,Summer 2020
Recreation,,2020-07-22T13:00:00.000,Bronx,Park,Williamsbridge Oval Park,Stretch,Local Event,Fitness,0.0,Children,Sharepoint,Summer 2020
Recreation,Bridgett,2020-07-21T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Family Fun,Community Based Event,Family Festival,2.0,Tot;#Children,Sharepoint,Summer 2020
Recreation,Carl Antoine,2020-07-16T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Pickle Ball,Community Based Event,Sport,4.0,Seniors,Sharepoint,Summer 2020
Recreation,Carl Antoine,2020-07-16T15:30:00.000,Bronx,Park,Williamsbridge Oval Park,Street Hockey,Community Based Event,Sport,1.0,Children,Sharepoint,Summer 2020
Recreation,Ingrid Tafe,2020-07-20T15:00:00.000,Bronx,Park,Williamsbridge Oval Park,Youth meets,Community Based Event,Arts/Culture,20.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Carl Antoine,2020-07-14T15:30:00.000,Bronx,Park,Williamsbridge Oval Park,Street hockey,Community Based Event,Sport,1.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T10:30:00.000,Brooklyn,Park,Saratoga Park,Photo Scavenger Hunt: Leaves and Seeds,Community Based Event,Nature,14.0,General Public,Sharepoint,Summer 2020
Recreation,Oscar Chavez,2020-07-16T15:30:00.000,Bronx,Park,Williamsbridge Oval Park,Sport Drills,Community Based Event,Sport,1.0,Children;#Young Adult,Sharepoint,Summer 2020
Recreation,,2020-07-15T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Circuit Training,Community Based Event,Fitness,7.0,Seniors;#Adults,Sharepoint,Summer 2020
Recreation,Quiana Haynes,2020-07-15T15:30:00.000,Bronx,Park,Williamsbridge Oval Park,Fitness Challenge,Community Based Event,Fitness,12.0,Children,Sharepoint,Summer 2020
Recreation,Tasha Valentino,2020-07-21T12:00:00.000,Bronx,Park,Soundview Park,Mindful Play,Agency Produced Event,Fitness,1.0,Children,Sharepoint,Summer 2020
Recreation,Oscar Chaves,2020-07-14T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Pickle Ball,Community Based Event,Sport,6.0,Adults;#Seniors,Sharepoint,Summer 2020
Recreation,Friends of Soundview Park,2020-07-17T10:00:00.000,Bronx,Park,Soundview Park,Photography and Art in Nature,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-21T00:00:00.000,Brooklyn,Park,McKinley Park,Rhythem & Weights,Local Event,Fitness,4.0,Children,Sharepoint,Summer 2020
Recreation,Tasha Valentino,2020-07-14T12:00:00.000,Bronx,Park,Soundview Park,Mindful Play,Agency Produced Event,Fitness,0.0,Children,Sharepoint,Summer 2020
Recreation,Ivan Velez,2020-07-20T11:00:00.000,Bronx,Park,Poe Park,Comic culture,Local Event,Arts/Culture,1.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,,2018-07-18T20:30:00.000,Queens,Park,Flushing Meadows Corona Park,"MUTS ""Wonder Woman""",Community Based Event,Mobile Unit,372.0,General Public,Sharepoint,Movies
Recreation,Shanel Burgess,2020-07-21T11:00:00.000,Bronx,Park,Poe Park,Arts in the Park; Paper scroll Wreath,Local Event,Arts/Culture,8.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,St James,2020-07-21T13:00:00.000,Bronx,Park,St. James Park,Creative Arts,Community Based Event,Arts/Culture,4.0,Children,Sharepoint,Play
Recreation,Deirdra Lacy,2020-07-21T10:00:00.000,Brooklyn,Park,St. John's Park,Summer 2020 Outdoor Program,Local Event,Fitness,10.0,Adults;#Seniors;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T11:20:00.000,Bronx,Park,Tremont Park,Roaming Walking Stick Meet & Greet,Agency Produced Event,Nature,13.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T11:00:00.000,Bronx,Park,Tremont Park,Roaming Walking Stick Meet & Greet,Agency Produced Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Recreation,Shanel Burgess,2020-07-21T14:00:00.000,Bronx,Park,Poe Park,Art in the Park: Paper Scroll Wreath,Local Event,Arts/Culture,4.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,,2020-07-17T10:30:00.000,Bronx,Park,Claremont Park,Soccer Skills,Agency Produced Event,Sport,0.0,Children;#Young Adult;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T10:15:00.000,Bronx,Park,Crotona Park,Roaming Walking Stick Meet & Greet,Agency Produced Event,Nature,6.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-08-25T10:00:00.000,Manhattan,Park,West 4th Park,Greenwich Handball Tournament,Tournament/Competition,Sport,18.0,Young Adult;#Adults;#Teens,Sharepoint,Tier 3
Urban Park Rangers,General Public,2020-07-21T14:50:00.000,Bronx,Park,Mullaly Park,Roaming Walking Stick Meet & Greet,Agency Produced Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T14:30:00.000,Bronx,Park,Mullaly Park,Roaming Walking Stick Meet & Greet,Agency Produced Event,Nature,15.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-21T10:30:00.000,Bronx,Park,Claremont Park,Basketball Skills / Obstacle Course,Agency Produced Event,Sport,3.0,Children;#Young Adult;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T15:45:00.000,Staten Island,Park,Clove Lakes Park,Photo Scavenger Hunt,Community Based Event,Nature,17.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T14:45:00.000,Queens,Park,Astoria Park,Hawk Adventures,Community Based Event,Nature,6.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T15:00:00.000,Brooklyn,Park,Maria Hernandez Park,Nature Art,Community Based Event,Nature,10.0,Children;#Tot,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-21T14:00:00.000,Brooklyn,Park,McKinley Park,Soccer Skills,Local Event,Fitness,5.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T15:20:00.000,Staten Island,Park,Clove Lakes Park,Roaming bio facts,Community Based Event,Nature,26.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-21T15:00:00.000,Manhattan,Park,Inwood Hill Park,Garden Gala,Community Based Event,Nature,3.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-21T14:30:00.000,Bronx,Park,Haffen Park,Soccer Skills / Obstacle Course,Agency Produced Event,Sport,0.0,Children;#Young Adult;#Teens,Sharepoint,Summer 2020
Recreation,Leo Saito,2020-07-21T10:30:00.000,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,4.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Creative Arts,2020-07-22T09:10:00.000,Bronx,Park,St. James Park,Creative Arts,Community Based Event,Arts/Culture,1.0,Children,Sharepoint,Play
Recreation,Guy Ruffin & Daniel Colonna,2020-07-21T10:30:00.000,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,2.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,,2018-07-18T20:30:00.000,Bronx,Park,Poe Park,Movies Under The Stars: Wonder Woman,Community Based Event,Mobile Unit,90.0,General Public,Sharepoint,Movies
Recreation,Giovanni Feliciano,2020-07-21T10:30:00.000,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,5.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Ricardo Sanchez,2020-07-21T10:30:00.000,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,0.0,Tot;#Children;#Teens,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-22T10:00:00.000,Brooklyn,Park,Leif Ericson Park,Pick  Up Pickle Ball,Local Event,Fitness,23.0,Seniors,Sharepoint,Summer 2020
Recreation,,2020-07-17T11:30:00.000,Bronx,Park,Parks@Home,Kid's Literary Cove Chapter Reading The Phantom Tollbooth,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,Summer 2020
Recreation,Oscar  Chavez,2020-07-21T00:00:00.000,Bronx,Park,Williamsbridge Oval Park,Pickle Ball,Community Based Event,Sport,7.0,Children;#Young Adult,Sharepoint,Summer 2020
Recreation,,2020-07-22T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Circuit Training,Community Based Event,Fitness,7.0,Seniors;#Adults,Sharepoint,Summer 2020
Recreation,Deirdra Lacy,2020-07-22T10:00:00.000,Brooklyn,Park,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,Fitness,2.0,Adults;#Seniors;#General Public,Sharepoint,Summer 2020
Recreation,Councilman Cohen,2018-07-18T20:30:00.000,Bronx,Park,Seton Park,Movies Under The Stars: ET The Extra Terrestrial,Community Based Event,Mobile Unit,70.0,General Public,Sharepoint,Movies
Urban Park Rangers,General Public,2020-07-22T14:45:00.000,Brooklyn,Park,Betsy Head Park,Chalk Art,Community Based Event,Nature,11.0,Children;#General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T11:00:00.000,Brooklyn,Park,Highland Park,Nature Chalk Art,Community Based Event,Nature,15.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-25T14:45:00.000,Manhattan,Park,Marcus Garvey Park,Did you see the size of that stag (beetle)?,Community Based Event,Nature,4.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T11:30:00.000,Brooklyn,Park,Highland Park,Animal Chalk Draw,Community Based Event,Nature,6.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T10:27:00.000,Staten Island,Park,The Big Park,Roaming Bio Facts,Community Based Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T14:00:00.000,Manhattan,Park,Marcus Garvey Park,What happened to that deer?,Community Based Event,Nature,1.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T11:00:00.000,Brooklyn,Park,Herbert Von King Park,Nature Chalk Art,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-14T11:00:00.000,Queens,Park,Queensbridge Park,Kids in Motion,Community Based Event,KIM,7.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T15:11:00.000,Queens,Park,Captain Tilly Park,Nature Art,Community Based Event,Nature,3.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-18T10:30:00.000,Brooklyn,Park,Herbert Von King Park,Nature Chalk Art,Community Based Event,Nature,13.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T14:45:00.000,Queens,Park,Captain Tilly Park,Wildlife in 4 Languages!,Community Based Event,Nature,6.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-22T14:00:00.000,Brooklyn,Park,McKinley Park,TABATA Training,Local Event,Fitness,3.0,Adults,Sharepoint,Summer 2020
Urban Park Rangers,General public,2020-07-18T14:30:00.000,Brooklyn,Park,Irving Square Park,Nature Chalk Art,Community Based Event,Nature,14.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-16T11:00:00.000,Queens,Park,Queensbridge Park,Kids in Motion,Community Based Event,KIM,10.0,Tot;#Children;#General Public,Sharepoint,Summer 2020
Recreation,,2018-07-18T20:00:00.000,Brooklyn,Park,Carroll Park,Movies Under the Stars : Mary Poppin,Community Based Event,Mobile Unit,200.0,General Public,Sharepoint,Movies
Urban Park Rangers,General Public,2020-07-22T15:00:00.000,Brooklyn,Park,Irving Square Park,Nature Chalk Art,Community Based Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General public,2020-07-22T10:15:00.000,Brooklyn,Park,Herbert Von King Park,Nature Chalk Art,Community Based Event,Nature,9.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-22T14:30:00.000,Bronx,Park,St. Mary's Park,Animal Olympics,Agency Produced Event,Nature,18.0,Children,Sharepoint,Summer 2020
Recreation,,2018-07-19T20:00:00.000,Brooklyn,Park,Cooper Park,Movies Under the Stars : Justice League,Community Based Event,Mobile Unit,325.0,General Public,Sharepoint,Movies
Recreation,Ocean Breeze Recreation Staff,2020-07-22T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,Fitness,7.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-22T09:45:00.000,Staten Island,Park,Ocean Breeze Park,Bend & Flex,Open House,Fitness,6.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-23T12:30:00.000,Staten Island,Park,Blue Heron Park,Insect Exploration,Community Based Event,Nature,2.0,General Public,Sharepoint,Summer 2020
Recreation,Deirdra Lacy,2020-07-23T10:00:00.000,Brooklyn,Park,St. John's Park,2020 Summer Outdoor Program,Agency Produced Event,Fitness,2.0,Adults;#Seniors;#General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-22T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,0.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation Staff,2020-07-22T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,Sport,2.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-07-19T20:30:00.000,Queens,Park,Montbellier Park,"MUTS ""Despicable Me 3""",Community Based Event,Mobile Unit,57.0,General Public,Sharepoint,Movies
Urban Park Rangers,General Public,2020-07-23T14:00:00.000,Queens,Park,Elmhurst Park,Nature Signs of the Times,Community Based Event,Nature,15.0,General Public,Sharepoint,Summer 2020
Recreation,,2018-09-09T20:30:00.000,Queens,Park,Elmhurst,Movies Under the Stars,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Movies
Recreation,Ocean Breeze Recreation Staff,2020-07-23T12:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,Fitness,4.0,General Public,Sharepoint,Summer 2020
Recreation,Ocean Breeze Recreation,2020-07-24T08:30:00.000,Staten Island,Park,Ocean Breeze Park,Fit to the Core,Open House,Fitness,8.0,General Public,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-23T10:00:00.000,Brooklyn,Park,McKinley Park,Rhythm & Weights,Local Event,Fitness,2.0,Children,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-23T14:00:00.000,Brooklyn,Park,McKinley Park,Soccer Skills,Local Event,Fitness,2.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-23T14:00:00.000,Manhattan,Park,Inwood Hill Park,Salt Marsh Ecology,Community Based Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-23T14:00:00.000,Bronx,Park,Barretto Point Park,Basketball Skills / Obstacle Course,Agency Produced Event,Sport,0.0,Children;#Young Adult;#Teens,Sharepoint,Summer 2020
Recreation,,2018-07-21T20:30:00.000,Bronx,Park,Crotona Park,Movies Under The Stars: Jumanji: Welcome To The Jungle,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Movies
Urban Park Rangers,General Public,2020-07-23T02:40:00.000,Bronx,Park,Crotona Park,Animal Olympics,Agency Produced Event,Nature,0.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-23T14:30:00.000,Manhattan,Park,Inwood Hill Park,Oyster Cage Viewing,Community Based Event,Nature,15.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-23T14:00:00.000,Bronx,Park,Barretto Point Park,Animal Olympics,Agency Produced Event,Nature,0.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-24T10:00:00.000,Staten Island,Park,Clove Lakes Park,Stream Ecology,Community Based Event,Nature,1.0,General Public,Sharepoint,Summer 2020
Recreation,Carol Landes,2020-07-23T08:00:00.000,Staten Island,Park,Freshkills Park,Stronger Than Ever - Trail Walk,Open House,Fitness,2.0,Seniors,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-23T15:30:00.000,Manhattan,Park,Hancock Park,I'm a Park Ranger,Community Based Event,Nature,2.0,General Public,Sharepoint,Summer 2020
Recreation,,2020-07-23T10:30:00.000,Bronx,Park,Ferry Point Park,Soccer Skills / Obstacle Course,Agency Produced Event,Sport,0.0,Children;#Young Adult;#Teens,Sharepoint,Summer 2020
Recreation,Jonathan Adone,2020-07-24T10:00:00.000,Brooklyn,Park,Leif Ericson Park,Pick Up Pickel Ball,Local Event,Fitness,6.0,Seniors,Sharepoint,
Recreation,Art Students League,2020-07-23T10:30:00.000,Manhattan,Park,J. Hood Wright Park,Arts Culture & Fun,Local Event,Arts/Culture,6.0,General Public,Sharepoint,AC&F
Recreation,FOSP,2020-07-24T10:00:00.000,Bronx,Park,Soundview Park,Kid's Photography and Art in Nature,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,Summer 2020
Recreation,,2020-07-24T10:30:00.000,Bronx,Park,Ferry Point Park,Soccer Skills,Agency Produced Event,Sport,0.0,Children;#Young Adult;#Teens,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-24T15:00:00.000,Queens,Park,Rockaway Beach and Boardwalk,Aquatic Animal Anatomy,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
