date,borough,location,event_type,category,attendance,audience,classification,time
2023-06-16,Bronx,Melrose Commons Park,,Mobile Unit,125.0,,Fitness,15:00:00
2023-06-16,Bronx,Hunts Point Recreation Center,,Family Festival,137.0,,Music,14:30:00
2023-06-16,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,35.0,,Music,18:00:00
2023-06-16,Queens,Archie Spigner Park,,Mobile Unit,37.0,,Fitness,10:00:00
2023-06-16,Bronx,Hunts Point Recreation Center,,Family Festival,137.0,,Music,14:30:00
2023-06-16,Queens,Springfield Park,,Mobile Unit,0.0,,Play,12:21:00
2023-06-16,Queens,Springfield Park,,Mobile Unit,0.0,,Play,12:21:00
2023-06-16,Staten Island,Arrochar Playground,,Mobile Unit,0.0,,M.U.T.S,21:00:00
2023-06-16,Bronx,Hunts Point Recreation Center,,Family Festival,58.0,,Music,11:00:00
2023-06-16,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,35.0,,Music,18:00:00
2023-06-16,Bronx,Melrose Commons Park,,Mobile Unit,125.0,,Fitness,15:00:00
2023-06-16,Bronx,Harding Park,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-16,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,35.0,,Music,18:00:00
2023-06-16,Bronx,Hunts Point Recreation Center,,Family Festival,58.0,,Music,11:00:00
2023-06-16,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,35.0,,Music,18:00:00
2023-06-17,Staten Island,Lyons Recreation Center,,Saturday Night Lights,5.0,,--None--,16:00:00
2023-06-17,Queens,Detective Keith L Williams Park,,Family Festival,100.0,,Music,18:00:00
2023-06-17,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,1010.0,,Music,12:00:00
2023-06-17,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,30.0,,--None--,16:00:00
2023-06-17,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,33.0,,,16:00:00
2023-06-17,Bronx,Julio Carballo,Agency Produced Event,Family Festival,126.0,General Public,,15:00:00
2023-06-17,Bronx,Hunts Point Recreation Center,,Mobile Unit,75.0,,Play,10:00:00
2023-06-17,Bronx,Poe Park Visitor Center,,Arts/Culture,8.0,,AC&F,11:00:00
2023-06-17,Staten Island,Conference House Park,,Mobile Unit,47.0,,M.U.T.S,21:00:00
2023-06-17,Manhattan,Central Park,Agency Produced Event,Family Festival,800.0,General Public,,15:00:00
2023-06-17,Brooklyn,Brownsville Recreation Center,,Saturday Night Lights,21.0,,,18:00:00
2023-06-17,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,1010.0,,Music,12:00:00
2023-06-17,Manhattan,Highbridge Park,,Mobile Unit,40.0,,M.U.T.S,20:00:00
2023-06-17,Manhattan,Chelsea Recreation Center,,Saturday Night Lights,52.0,,,10:43:00
2023-06-17,Bronx,Kwame Ture Recreation Center,,Sport,78.0,,Basketball,16:03:00
2023-06-17,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,180.0,,--None--,16:00:00
2023-06-17,Manhattan,Constance Baker Motley Recreation Center,,Arts/Culture,6.0,,Arts & Culture,12:00:00
2023-06-17,Bronx,Kwame Ture Recreation Center,,Sport,78.0,,Basketball,16:03:00
2023-06-17,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,0.0,,,06:23:00
2023-06-17,Queens,Detective Keith L Williams Park,,Family Festival,100.0,,Music,18:00:00
2023-06-17,Manhattan,Thomas Jefferson Park,,Family Festival,682.0,,Arts & Culture,12:00:00
2023-06-17,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,14.0,,,16:00:00
2023-06-17,Bronx,Ferry Point Park,,Arts/Culture,590.0,,Music,18:00:00
2023-06-17,Staten Island,Conference House Park,,Mobile Unit,47.0,,M.U.T.S,21:00:00
2023-06-17,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,3.0,,--None--,19:44:00
2023-06-17,Brooklyn,McCarren Play Center,,Saturday Night Lights,22.0,,--None--,23:00:00
2023-06-17,Queens,Rainey Park,,Family Festival,300.0,,Music,16:00:00
2023-06-17,Queens,Rainey Park,,Family Festival,300.0,,Music,16:00:00
2023-06-17,Manhattan,Highbridge Park,,Mobile Unit,40.0,,M.U.T.S,20:00:00
2023-06-17,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,30.0,,,16:00:00
2023-06-17,Staten Island,Lyons Recreation Center,,Saturday Night Lights,5.0,,,16:00:00
2023-06-17,Bronx,Highbridge Recreation Center,,Saturday Night Lights,0.0,,--None--,06:23:00
2023-06-17,Queens,Travers Park,,Mobile Unit,60.0,,M.U.T.S,22:30:00
2023-06-17,Bronx,Ferry Point Park,,Arts/Culture,590.0,,Music,18:00:00
2023-06-17,Brooklyn,McCarren Play Center,,Saturday Night Lights,22.0,,,23:00:00
2023-06-17,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,180.0,,,16:00:00
2023-06-17,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,3.0,,,19:44:00
2023-06-17,Manhattan,Pelham Fritz Recreation Center,,Arts/Culture,31.0,,Dance,13:00:00
2023-06-17,Bronx,Hunts Point Recreation Center,,Mobile Unit,75.0,,Play,10:00:00
2023-06-18,Queens,Judge Moses Weinstein Playground,,Family Festival,350.0,,Music,16:00:00
2023-06-18,Bronx,St. James Park,,Mobile Unit,125.0,,Play,11:00:00
2023-06-18,Queens,Russell Sage Playground,,Mobile Unit,80.0,,M.U.T.S,22:30:00
2023-06-18,Queens,Forest Park,Community Based Event,Nature,196.0,General Public,,15:00:00
2023-06-18,Bronx,Ewen Park,,Mobile Unit,40.0,,M.U.T.S,20:30:00
2023-06-18,Bronx,St. James Park,,Mobile Unit,125.0,,Play,11:00:00
2023-06-18,Queens,Judge Moses Weinstein Playground,,Family Festival,350.0,,Music,16:00:00
2023-06-19,Queens,Roy Wilkins Park,Community Based Event,Nature,109.0,General Public,,14:00:00
2023-06-20,Queens,Helen Marshall Playground,,Mobile Unit,130.0,,Fitness,18:00:00
2023-06-20,Queens,William F Moore Park,,Mobile Unit,28.0,,Fitness,10:00:00
2023-06-20,Queens,Bayside Playground,,Mobile Unit,2.0,,M.U.T.S,22:30:00
2023-06-20,Queens,Corona Golf Playground,,Mobile Unit,70.0,,Play,17:23:00
2023-06-20,Queens,William F Moore Park,,Mobile Unit,28.0,,Fitness,10:00:00
2023-06-20,Queens,Helen Marshall Playground,,Mobile Unit,130.0,,Fitness,18:00:00
2023-06-20,Bronx,Harding Park,,Mobile Unit,30.0,,M.U.T.S,20:30:00
2023-06-20,Manhattan,Cherry Tree Park,,Mobile Unit,35.0,,M.U.T.S,20:00:00
2023-06-20,Manhattan,Cherry Tree Park,,Mobile Unit,35.0,,M.U.T.S,20:00:00
2023-06-20,Queens,Corona Golf Playground,,Mobile Unit,70.0,,Play,17:23:00
2023-06-21,Bronx,Sutton Place Park,,Arts/Culture,55.0,,Dance,16:00:00
2023-06-21,Queens,Bowne Park,,Arts/Culture,120.0,,AC&F,20:30:00
2023-06-21,Queens,Bowne Park,,Family Festival,250.0,,Music,21:00:00
2023-06-21,Queens,Bowne Park,,Family Festival,250.0,,Music,21:00:00
2023-06-21,Queens,Bowne Park,,Arts/Culture,120.0,,AC&F,20:30:00
2023-06-21,Manhattan,Eugene McCabe Field,,Mobile Unit,64.0,,M.U.T.S,20:00:00
2023-06-21,Bronx,Pelham Bay Park,,Mobile Unit,100.0,,M.U.T.S,20:30:00
2023-06-21,Queens,Helen Marshall Playground,,Mobile Unit,4.0,,Fitness,18:00:00
2023-06-21,Manhattan,Eugene McCabe Field,,Mobile Unit,64.0,,M.U.T.S,20:00:00
2023-06-21,Queens,Helen Marshall Playground,,Mobile Unit,110.0,,Fitness,18:00:00
2023-06-21,Queens,Marconi Park,,Mobile Unit,30.0,,Play,17:23:00
2023-06-21,Queens,Helen Marshall Playground,,Mobile Unit,4.0,,Fitness,18:00:00
2023-06-21,Bronx,Colucci Playground,,Mobile Unit,73.0,,Play,11:00:00
2023-06-21,Queens,Helen Marshall Playground,,Mobile Unit,110.0,,Fitness,18:00:00
2023-06-21,Queens,Marconi Park,,Mobile Unit,30.0,,Play,17:23:00
2023-06-21,Bronx,Colucci Playground,,Mobile Unit,73.0,,Play,11:00:00
2023-06-22,Queens,Brookville Park,,Mobile Unit,30.0,,Play,17:23:00
2023-06-22,Queens,Helen Marshall Playground,,Mobile Unit,103.0,,Fitness,18:00:00
2023-06-22,Manhattan,Jackie Robinson Park,,Mobile Unit,25.0,,M.U.T.S,20:30:00
2023-06-22,Bronx,Wendell Foster  Recreation Center,,Mobile Unit,23.0,,Play,02:00:00
2023-06-22,Bronx,Hunts Point Recreation Center,,Academics/Out of School Time,14.0,,Lecture/Panel/Talk,12:00:00
2023-06-22,Queens,William F Moore Park,,Mobile Unit,14.0,,Fitness,10:00:00
2023-06-22,Bronx,Wendell Foster  Recreation Center,,Mobile Unit,23.0,,Play,02:00:00
2023-06-22,Bronx,Al Quinones Playground,,Mobile Unit,30.0,,M.U.T.S,20:30:00
2023-06-22,Queens,William F Moore Park,,Mobile Unit,14.0,,Fitness,10:00:00
2023-06-22,Queens,Helen Marshall Playground,,Mobile Unit,103.0,,Fitness,18:00:00
2023-06-22,Manhattan,Jackie Robinson Park,,Mobile Unit,25.0,,M.U.T.S,20:30:00
2023-06-22,Queens,Brookville Park,,Mobile Unit,30.0,,Play,17:23:00
2023-06-23,Manhattan,Carl Schurz Park,,Sport,43.0,,Skating,16:00:00
2023-06-23,Queens,Archie Spigner Park,,Mobile Unit,15.0,,Fitness,10:00:00
2023-06-23,Bronx,Pelham Bay Park,,Mobile Unit,0.0,,M.U.T.S,20:30:00
2023-06-23,Queens,Helen Marshall Playground,,Mobile Unit,45.0,,Fitness,18:00:00
2023-06-23,Queens,Helen Marshall Playground,,Mobile Unit,45.0,,Fitness,18:00:00
2023-06-23,Staten Island,Great Kills Park,,Mobile Unit,0.0,,M.U.T.S,21:00:00
2023-06-23,Queens,Archie Spigner Park,,Mobile Unit,15.0,,Fitness,10:00:00
2023-06-23,Staten Island,Great Kills Park,,Mobile Unit,0.0,,M.U.T.S,21:00:00
2023-06-24,Queens,Bowne Playground,,Mobile Unit,120.0,,M.U.T.S,22:30:00
2023-06-24,Manhattan,Frederick Douglass Playground,,Family Festival,500.0,,Arts & Culture,12:00:00
2023-06-24,Bronx,Seton Falls Park,Agency Produced Event,Nature,20.0,General Public,,14:00:00
2023-06-24,Bronx,Williamsbridge Oval Recreation Center,Agency Produced Event,Family Festival,75.0,"Tot, Children, Young Adult, Adults, Teens, General Public",Fitness,17:00:00
2023-06-24,Bronx,Pontiac Playground,,Mobile Unit,120.0,,M.U.T.S,20:30:00
2023-06-24,Bronx,Soundview Park,,Arts/Culture,1400.0,,Music,17:00:00
2023-06-24,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,45.0,,--None--,16:00:00
2023-06-24,Brooklyn,Brownsville Recreation Center,,Saturday Night Lights,18.0,,,18:00:00
2023-06-24,Bronx,Soundview Park,,Arts/Culture,1400.0,,Music,17:00:00
2023-06-24,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,206.0,,,16:00:00
2023-06-24,Queens,Helen Marshall Playground,,Mobile Unit,0.0,,Fitness,18:00:00
2023-06-24,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,5.0,,--None--,19:50:00
2023-06-24,Manhattan,Morningside Park,,Mobile Unit,125.0,,M.U.T.S,20:30:00
2023-06-24,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,0.0,,,06:24:00
2023-06-24,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,14.0,,,16:00:00
2023-06-24,Brooklyn,McCarren Play Center,,Saturday Night Lights,29.0,,,16:00:00
2023-06-24,Staten Island,Silver Lake Park,,Mobile Unit,0.0,,M.U.T.S,21:00:00
2023-06-24,Manhattan,Chelsea Recreation Center,,Saturday Night Lights,56.0,,,10:44:00
2023-06-24,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,31.0,,,16:00:00
2023-06-24,Staten Island,Silver Lake Park,,Mobile Unit,0.0,,M.U.T.S,21:00:00
2023-06-24,Staten Island,Lyons Recreation Center,,Saturday Night Lights,1.0,,,16:00:00
2023-06-24,Queens,Helen Marshall Playground,,Mobile Unit,0.0,,Fitness,18:00:00
2023-06-24,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,125.0,,Music,13:00:00
2023-06-24,Bronx,Soundview Park,,Family Festival,150.0,,Music,12:00:00
2023-06-24,Manhattan,Pelham Fritz Recreation Center,,Arts/Culture,61.0,,Arts & Culture,13:00:00
2023-06-24,Manhattan,Morningside Park,,Mobile Unit,125.0,,M.U.T.S,20:30:00
2023-06-24,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,0.0,,--None--,06:24:00
2023-06-24,Bronx,Poe Park Visitor Center,,Family Festival,340.0,,Music,11:00:00
2023-06-24,Bronx,Soundview Park,,Mobile Unit,150.0,,Play,12:00:00
2023-06-24,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,5.0,,,19:50:00
2023-06-24,Bronx,Soundview Park,,Mobile Unit,150.0,,Play,12:00:00
2023-06-24,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,206.0,,--None--,16:00:00
2023-06-24,Bronx,Williamsbridge Oval Recreation Center,,Family Festival,125.0,,Music,13:00:00
2023-06-24,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,45.0,,,16:00:00
2023-06-24,Bronx,Poe Park Visitor Center,,Family Festival,340.0,,Music,11:00:00
2023-06-24,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,31.0,,--None--,16:00:00
2023-06-24,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,14.0,,,16:00:00
2023-06-24,Staten Island,Lyons Recreation Center,,Saturday Night Lights,1.0,,--None--,16:00:00
2023-06-24,Brooklyn,McCarren Play Center,,Saturday Night Lights,29.0,,--None--,16:00:00
2023-06-24,Bronx,Soundview Park,,Family Festival,150.0,,Music,12:00:00
2023-06-25,Bronx,Kwame Ture Recreation Center,,Arts/Culture,16.0,,Awards,12:00:00
2023-06-25,Bronx,Riverdale Y Sunday Market,Community Based Event,Nature,45.0,General Public,,14:00:00
2023-06-25,Brooklyn,Marine Park,Community Based Event,Nature,56.0,General Public,,15:00:00
2023-06-25,Queens,Cambria Playground,,Family Festival,75.0,,Music,16:00:00
2023-06-25,Queens,Cambria Playground,,Family Festival,75.0,,Music,16:00:00
2023-06-26,Bronx,Van Cortlandt Park,,Sport,65.0,,Skating,16:00:00
2023-06-26,Bronx,Van Cortlandt Park,,Sport,35.0,,Skating,16:00:00
2023-06-26,Queens,Highland Park,,Mobile Unit,90.0,,Play,18:00:00
2023-06-26,Bronx,Van Cortlandt Park,,Sport,35.0,,Skating,16:00:00
2023-06-26,Queens,Highland Park,,Mobile Unit,90.0,,Play,18:00:00
2023-06-26,Bronx,Van Cortlandt Park,,Sport,65.0,,Skating,16:00:00
2023-06-27,Queens,Fort Totten Park,,Family Festival,150.0,,Music,21:00:00
2023-06-27,Manhattan,St. Gregory's Playground,,Mobile Unit,6.0,,M.U.T.S,20:45:00
2023-06-27,Bronx,Vinmont Veteran Park,,Mobile Unit,10.0,,M.U.T.S,20:30:00
2023-06-27,Queens,Wayanda Park,,Family Festival,200.0,,Music,18:00:00
2023-06-27,Bronx,St. Mary's Park,,Family Festival,175.0,,Music,15:00:00
2023-06-27,Bronx,St. James Park,,Family Festival,125.0,,Music,12:00:00
2023-06-27,Queens,William F Moore Park,,Mobile Unit,17.0,,Fitness,10:00:00
2023-06-27,Bronx,St. James Park,,Family Festival,125.0,,Music,12:00:00
2023-06-27,Queens,William F Moore Park,,Mobile Unit,17.0,,Fitness,10:00:00
2023-06-27,Manhattan,Sutton Place Park,,Arts/Culture,32.0,,Dance,15:00:00
2023-06-27,Bronx,St. Mary's Park,,Family Festival,175.0,,Music,15:00:00
2023-06-27,Manhattan,St. Gregory's Playground,,Mobile Unit,6.0,,M.U.T.S,20:45:00
2023-06-27,Bronx,Vinmont Veteran Park,,Mobile Unit,10.0,,M.U.T.S,20:30:00
2023-06-27,Staten Island,Lieutenant John H. Martinson Playground,,Mobile Unit,14.0,,M.U.T.S,20:45:00
2023-06-27,Queens,Fort Totten Park,,Family Festival,150.0,,Music,21:00:00
2023-06-27,Queens,Wayanda Park,,Family Festival,200.0,,Music,18:00:00
2023-06-27,Queens,Fort Totten Park,Community Based Event,Nature,455.0,General Public,,20:00:00
2023-06-28,Manhattan,Wagner Playground,,Mobile Unit,53.0,,M.U.T.S,20:45:00
2023-06-28,Manhattan,Wagner Playground,,Mobile Unit,53.0,,M.U.T.S,20:45:00
2023-06-28,Queens,Murray Playground,,Mobile Unit,40.0,,Play,18:00:00
2023-06-28,Queens,Hallets Cove Playground,,Mobile Unit,50.0,,M.U.T.S,22:30:00
2023-06-28,Bronx,Highbridge Park,,Arts/Culture,12.0,,Dance,16:00:00
2023-06-28,Queens,Helen Marshall Playground,,Mobile Unit,4.0,,Fitness,18:00:00
2023-06-28,Bronx,Highbridge Park,,Arts/Culture,12.0,,Dance,16:00:00
2023-06-28,Bronx,Devoe Park,,Mobile Unit,200.0,,M.U.T.S,20:30:00
2023-06-28,Queens,Helen Marshall Playground,,Mobile Unit,4.0,,Fitness,18:00:00
2023-06-28,Queens,Murray Playground,,Mobile Unit,40.0,,Play,18:00:00
2023-06-28,Manhattan,Sutton Place Park,,Arts/Culture,68.0,,Dance,16:00:00
2023-06-29,Queens,Rockaway Beach and Boardwalk,,Family Festival,100.0,,Music,14:00:00
2023-06-29,Queens,Alley Pond Park,,Mobile Unit,100.0,,Play,18:00:00
2023-06-29,Queens,Rockaway Beach and Boardwalk,,Family Festival,100.0,,Music,14:00:00
2023-06-29,Queens,Rockaway Beach and Boardwalk,,Family Festival,100.0,,Music,14:00:00
2023-06-29,Queens,Alley Pond Park,,Mobile Unit,100.0,,Play,18:00:00
2023-06-29,Bronx,Highbridge Park,,Arts/Culture,15.0,,Dance,16:00:00
2023-06-29,Manhattan,White Playground,,Mobile Unit,35.0,,M.U.T.S,20:45:00
2023-06-29,Queens,Travers Park,,Family Festival,100.0,,Music,17:00:00
2023-06-29,Queens,Woodtree Playground,,Family Festival,75.0,,Music,17:00:00
2023-06-29,Queens,William F Moore Park,,Mobile Unit,0.0,,Fitness,10:00:00
2023-06-29,Queens,Woodtree Playground,,Family Festival,75.0,,Music,17:00:00
2023-06-29,Bronx,People's Park,,Mobile Unit,50.0,,M.U.T.S,20:30:00
2023-06-29,Queens,Travers Park,,Family Festival,100.0,,Music,17:00:00
2023-06-29,Bronx,Ranaqua Garage,Local Event,Fitness,7.0,Adults,Fitness,15:00:00
2023-06-29,Manhattan,White Playground,,Mobile Unit,35.0,,M.U.T.S,20:45:00
2023-06-29,Bronx,Highbridge Park,,Arts/Culture,15.0,,Dance,16:00:00
2023-06-29,Queens,Rockaway Beach and Boardwalk,,Family Festival,100.0,,Music,14:00:00
2023-06-29,Queens,William F Moore Park,,Mobile Unit,0.0,,Fitness,10:00:00
2023-06-29,Manhattan,Mae Grant Playground,,Sport,157.0,,Skating,15:56:00
2023-06-29,Manhattan,Sutton Place Park,,Performance,50.0,,Dance,18:00:00
2023-06-29,Manhattan,Carl Schurz Park,,Arts/Culture,32.0,,Dance,15:30:00
2023-06-30,Manhattan,Tecumseh Playground,,Mobile Unit,72.0,,M.U.T.S,20:45:00
2023-06-30,Staten Island,Greenbelt Recreation Center,,Mobile Unit,64.0,,M.U.T.S,21:00:00
2023-06-30,Bronx,Joyce Kilmer Park,,Mobile Unit,200.0,,Play,15:00:00
2023-06-30,Manhattan,Carl Schurz Park,,Arts/Culture,31.0,,Dance,16:00:00
2023-06-30,Queens,Juniper Valley Park,,Family Festival,570.0,,Music,18:00:00
2023-06-30,Manhattan,Tecumseh Playground,,Mobile Unit,72.0,,M.U.T.S,20:45:00
2023-06-30,Bronx,Bronx River Parkway,,Mobile Unit,250.0,,M.U.T.S,20:30:00
2023-06-30,Manhattan,Fort Tryon Park,,Sport,50.0,,Skating,11:00:00
2023-06-30,Queens,Juniper Valley Park,,Family Festival,570.0,,Music,18:00:00
2023-06-30,Staten Island,Greenbelt Recreation Center,,Mobile Unit,64.0,,M.U.T.S,21:00:00
2023-06-30,Bronx,Joyce Kilmer Park,,Family Festival,250.0,,Music,15:00:00
2023-06-30,Bronx,Joyce Kilmer Park,,Mobile Unit,200.0,,Play,15:00:00
2023-06-30,Bronx,Joyce Kilmer Park,,Family Festival,250.0,,Music,15:00:00
2023-06-30,Bronx,Joyce Kilmer Park,,Family Festival,250.0,,Music,10:34:00
2023-06-30,Bronx,Joyce Kilmer Park,,Family Festival,250.0,,Music,10:34:00
2023-07-01,Bronx,West Bronx Recreation Center,Agency Produced Event,Family Festival,300.0,"General Public, Seniors, Adaptive, Teens, Adults, Young Adult, Children, Tot",,15:00:00
2023-07-01,Bronx,Hunts Point Recreation Center,,Saturday Night Lights,34.0,,,16:00:00
2023-07-01,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,152.0,,,16:00:00
2023-07-01,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,20.0,,,16:00:00
2023-07-01,Queens,Playground Seventy Five,,Family Festival,100.0,,Music,16:00:00
2023-07-01,Bronx,Poe Park Visitor Center,Agency Produced Event,Family Festival,300.0,"General Public, Seniors, Adaptive, Teens, Adults, Young Adult, Children",,15:00:00
2023-07-01,Bronx,Kwame Ture Recreation Center,,Arts/Culture,10.0,,Awards,11:00:00
2023-07-01,Bronx,Hunts Point Recreation Center,,Arts/Culture,0.0,,Lecture/Panel/Talk,11:00:00
2023-07-01,Manhattan,West 4th Street Courts,,Mobile Unit,245.0,,M.U.T.S,20:45:00
2023-07-01,Brooklyn,Brownsville Recreation Center,,Saturday Night Lights,21.0,,,18:00:00
2023-07-01,Brooklyn,McCarren Play Center,,Saturday Night Lights,26.0,,,23:30:00
2023-07-01,Manhattan,Highbridge Recreation Center,,Saturday Night Lights,0.0,,,06:22:00
2023-07-01,Brooklyn,Red Hook Recreation Center,,Saturday Night Lights,20.0,,,16:00:00
2023-07-01,Bronx,Kwame Ture Recreation Center,,Saturday Night Lights,16.0,,Basketball,13:18:00
2023-07-01,Manhattan,Hansborough Recreation Center,,Saturday Night Lights,5.0,,,16:00:00
2023-07-01,Staten Island,Faber Park Recreation Center,,Saturday Night Lights,3.0,,,19:33:00
2023-07-01,Queens,Roy Wilkins Recreation Center,,Saturday Night Lights,38.0,,,16:00:00
2023-07-01,Queens,Al Oerter  Recreation Center,,Saturday Night Lights,152.0,,,16:00:00
2023-07-01,Manhattan,Chelsea Recreation Center,,Saturday Night Lights,31.0,,,10:44:00
2023-07-01,Staten Island,Faber Park Recreation Center,,Mobile Unit,23.0,,M.U.T.S,21:00:00
2023-07-01,Manhattan,Alfred E. Smith Recreation Center,,Saturday Night Lights,15.0,,,16:00:00
2023-07-01,Bronx,Williamsbridge Oval Recreation Center,,Arts/Culture,11.0,,Dance,11:00:00
2023-07-01,Manhattan,Hansborough Recreation Center,,Saturday Night Lights,17.0,,,16:00:00
2023-07-01,Bronx,Hunts Point Recreation Center,Agency Produced Event,Family Festival,300.0,"General Public, Seniors, Adaptive, Teens, Adults, Young Adult, Children, Tot",,15:00:00
2023-07-02,Bronx,Hunts Point Recreation Center,,Academics/Out of School Time,17.0,,Play,08:50:00
2023-07-02,Bronx,Williamsbridge Oval Recreation Center,,Arts/Culture,18.0,,Dance,11:00:00
2023-07-02,Bronx,Kwame Ture Recreation Center,,Arts/Culture,0.0,,Awards,11:00:00
2023-07-03,Queens,Corona Golf Playground,,Mobile Unit,100.0,,Play,17:00:00
2023-07-03,Bronx,Kwame Ture Recreation Center,,Arts/Culture,16.0,,Awards,11:00:00
2023-07-03,Brooklyn,McCarren Pool,Agency Produced Event,Nature,250.0,"Children, Young Adult, Adults, Teens",Cool Pools,19:30:00
2023-07-03,Bronx,Williamsbridge Oval Recreation Center,,Arts/Culture,0.0,,Dance,11:00:00
2023-07-03,Bronx,Hunts Point Recreation Center,,Nature,25.0,,Fitness,06:58:00
2023-07-05,Bronx,Kwame Ture Recreation Center,,Fitness,18.0,,Various Sports,11:00:00
2023-07-05,Manhattan,Courtney Callender Playground,,Mobile Unit,65.0,,M.U.T.S,20:45:00
2023-07-05,Bronx,Williamsbridge Oval Recreation Center,,Arts/Culture,0.0,,Dance,11:00:00
2023-07-05,Manhattan,Highbridge Recreation Center,,Academics/Out of School Time,13.0,,Lecture/Panel/Talk,11:00:00
2023-07-05,Bronx,Hunts Point Recreation Center,,Academics/Out of School Time,25.0,,Play,11:00:00
2023-07-06,Bronx,Matthews Muliner Playground,,Mobile Unit,30.0,,Play,11:00:00
2023-07-06,Manhattan,Chelsea Recreation Center,,Arts/Culture,45.0,,AC&F,13:00:00
2023-07-06,Staten Island,Naples Playground,,Mobile Unit,46.0,,M.U.T.S,21:00:00
