unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Public Programs,Ocean Breeze Green Team,2021-07-10T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,35.0,"Young Adult, Adults, Teens, Adaptive, General Public",Sharepoint,
Public Programs,Ocean Breeze Green Team,2021-06-05T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,43.0,"Children, Young Adult, Adults, Teens, Adaptive, General Public",Sharepoint,
Public Programs,Ocean Breeze Green Team,2021-06-19T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,35.0,"Young Adult, Adults, Teens, Children, Adaptive, General Public",Sharepoint,
Recreation,ADAPT Community Network,2021-08-13T14:30:00.000,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,16.0,Adaptive,Sharepoint,Summer 2020
Recreation,,2021-08-12T00:15:00.000,Brooklyn,Playground,P.O. Reinaldo Salgado Playground,Teen Tiatans Go! Versus Teen Titans (2019),Community Based Event,Mobile Unit,10.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-13T00:30:00.000,Brooklyn,Park,Herbert Von King Park,Love & Basketball (2000),Community Based Event,Mobile Unit,50.0,General Public,Sharepoint,M.U.T.S
Public Programs,Ocean Breeze Green Team,2021-05-01T14:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Green Team Volunteer Day,Community Based Event,Nature,40.0,"Children, Young Adult, Adults, Teens, Adaptive, General Public",Sharepoint,
Urban Park Rangers,General Public,2021-08-13T18:30:00.000,Staten Island,Pool,Tottenville,Spot the Lanternfly,Agency Produced Event,Nature,30.0,General Public,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-05T19:00:00.000,Manhattan,Pool,Wagner,Cool Pools,Agency Produced Event,Nature,8.0,General Public,Sharepoint,Cool Pools
Public Programs,Ocean Breeze Green Team,2021-04-22T19:00:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Earth Day: Getting Grounded,Community Based Event,Nature,21.0,"Children, Young Adult, Adults, Teens, Adaptive, General Public",Sharepoint,
Recreation,,2021-08-13T15:00:00.000,Bronx,Playground,Starlight Park-Starlight Park Playground,POP UP EVENT,Community Based Event,Mobile Unit,0.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-08-13T19:05:00.000,Bronx,Pool,Van Cortlandt,Monarch Caterpillars,Agency Produced Event,Nature,62.0,"Tot, Children, Young Adult, Adults, Teens, General Public",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-13T19:00:00.000,Queens,Pool,Fisher Pool,Cool Pools,Agency Produced Event,Nature,34.0,General Public,Sharepoint,Cool Pools
Public Programs,Assembly Member Latoya Joyner,2021-08-14T01:00:00.000,Bronx,Park,Joyce Kilmer Park,Movies Under the Stars - Tom & Jerry,Community Based Event,Mobile Unit,100.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Public Programs,N/A,2021-08-13T01:00:00.000,Bronx,Park,Pelham Bay Park,Movies Under the Stars - Jumanji: The Next Level,Community Based Event,Mobile Unit,0.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Public Programs,N/A,2021-08-14T01:00:00.000,Bronx,Park,Starlight Park,Movies Under the Stars - Jurassic Park,Community Based Event,Mobile Unit,55.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-12T19:00:00.000,Manhattan,Pool,Wagner,Cool Pools,Agency Produced Event,Nature,25.0,General Public,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-16T19:00:00.000,Brooklyn,Pool,Howard Pool,Stick Insects and a Polyphemus Cocoon,Agency Produced Event,Nature,19.0,"Tot, Children, Young Adult, Adults, Teens, General Public",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-16T18:30:00.000,Staten Island,Pool,Tottenville,Marine Life,Agency Produced Event,Nature,12.0,General Public,Sharepoint,Cool Pools
Public Programs,Movies Under the stars,2021-08-13T00:00:00.000,Staten Island,Park,Willowbrook Park,Raya and the Last Dragon,Community Based Event,Mobile Unit,35.0,General Public,Sharepoint,Movies
Public Programs,Movies Under the Stars,2021-08-14T00:00:00.000,Staten Island,Park,Lemon Creek Park,Happy Gilmore,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,
Recreation,MOME,2021-08-15T00:00:00.000,Manhattan,Park,Fort Tryon Park,MUTS Casablanca,Community Based Event,Mobile Unit,250.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-14T15:00:00.000,Bronx,Playground,Henry Hudson Park,POP UP EVENT,Community Based Event,Mobile Unit,7.0,General Public,Sharepoint,Play
Public Programs,Movies Under the Stars,2021-08-15T00:00:00.000,Staten Island,Park,Clove Lakes Park,Dolittle,Community Based Event,Mobile Unit,30.0,General Public,Sharepoint,Movies
Recreation,MOME,2021-08-14T23:00:00.000,Manhattan,Park,Fort Tryon Park,Dance Through the World with Puela Lunaris,Community Based Event,Arts/Culture,15.0,General Public,Sharepoint,Dance
Recreation,MOME & Image Nation,2021-08-13T23:00:00.000,Manhattan,Park,St. Nicholas Park,MUTS Red Pill,Community Based Event,Mobile Unit,300.0,Adults,Sharepoint,M.U.T.S
Recreation,MOME,2021-08-13T00:30:00.000,Manhattan,Park,John Jay Park,MUTS Bill and Ted Face the Music,Community Based Event,Mobile Unit,145.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-17T15:00:00.000,Queens,Park,Breininger Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,12.0,General Public,Sharepoint,Play
Recreation,FMCP Administrator,2021-08-12T00:30:00.000,Queens,Park,Flushing Meadows Corona Park,Coming 2 America (2020),Community Based Event,Mobile Unit,92.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-17T15:00:00.000,Bronx,Playground,Agnes Haywood Playground,POP UP EVENT,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,Play
Recreation,,2021-08-16T19:00:00.000,Manhattan,Playground,Dr. Ronald E. McNair Playground,ACF Drawing Workshop,Community Based Event,Arts/Culture,3.0,General Public,Sharepoint,AC&F
Urban Park Rangers,General Public,2021-08-17T19:00:00.000,Bronx,Pool,Mullaly Pool,Owls!,Agency Produced Event,Nature,11.0,"Children, Young Adult, Adults",Sharepoint,Cool Pools
Recreation,NEQ Administrator,2021-08-14T00:30:00.000,Queens,Park,Alley Pond Park,Frozen 2,Community Based Event,Mobile Unit,163.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-15T00:30:00.000,Queens,Park,"Phil ""Scooter"" Rizzuto Park",Spiderman:Into the Spiderverse,Community Based Event,Mobile Unit,67.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-13T00:30:00.000,Queens,Park,Yellowstone Park,Raya and the Last Dragon,Community Based Event,Mobile Unit,133.0,General Public,Sharepoint,M.U.T.S
Recreation,Forest Park & Highland Admin.,2021-08-17T00:30:00.000,Queens,Park,Forest Park,Casablanca,Community Based Event,Mobile Unit,115.0,General Public,Sharepoint,M.U.T.S
Recreation,PS 107,2021-08-18T14:00:00.000,Bronx,Park,Soundview Park,Monologues for Kids,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,
Public Programs,CM Salamanca,2021-08-18T01:00:00.000,Bronx,Other,James Burke Ballfields,Movies Under the Stars - Trolls: World Tour,Community Based Event,Mobile Unit,160.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,M.U.T.S
Recreation,,2021-08-18T15:00:00.000,Queens,Playground,Rosemary's Playground,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,22.0,General Public,Sharepoint,Play
Recreation,Friends of Cunningham Park,2021-08-18T00:30:00.000,Queens,Park,Cunningham Park,The World According to Garp (1982),Community Based Event,Mobile Unit,87.0,General Public,Sharepoint,M.U.T.S
Recreation,ACF Art Students League,2021-08-18T18:00:00.000,Queens,Playground,Playground for All Children,ACF Watercolor Workshop with Kalila,Community Based Event,Arts/Culture,12.0,General Public,Sharepoint,AC&F
Recreation,,2021-08-18T15:00:00.000,Bronx,Park,Claremont Park,POP UP EVENT,Community Based Event,Mobile Unit,48.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-08-19T19:15:00.000,Bronx,Pool,Mapes,Morphing Monarch Butterflies,Agency Produced Event,Nature,10.0,"Children, Young Adult, Teens",Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-19T18:45:00.000,Manhattan,Pool,Dry Dock,Tortoise Time at Dry Dock Cool Pool,Agency Produced Event,Nature,20.0,"Children, Adults",Sharepoint,Cool Pools
Recreation,,2021-08-14T00:15:00.000,Brooklyn,Park,John Paul Jones Park,"Love, Weddings & Other Disasters  (2020)",Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,M.U.T.S
Recreation,Ivan Velez,2021-08-19T16:00:00.000,Bronx,Park,St. Mary's Park,Comic Culture Planet Bronx,Agency Produced Event,Arts/Culture,32.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,,2021-08-19T19:00:00.000,Brooklyn,Pool,Commodore Barry,Nature Art,Agency Produced Event,Nature,7.0,Children,Sharepoint,
Recreation,ADAPT Community Network,2021-08-20T04:00:00.000,Bronx,Park,Poe Park,Virtual Special Express Writers,Agency Produced Event,Arts/Culture,22.0,Adaptive,Sharepoint,
Urban Park Rangers,General Public,2021-08-12T19:00:00.000,Bronx,Pool,Claremont,Monarch Maybe?,Community Based Event,Nature,24.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-08-19T15:00:00.000,Queens,Park,St. Albans Park,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,8.0,General Public,Sharepoint,Play
Recreation,,2021-08-20T00:15:00.000,Brooklyn,Playground,Harry Maze Playground,The SpongeBob Movie: Sponge Out of Water (2015),Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-19T15:00:00.000,Bronx,Park,Crotona Park,POP UP EVENT,Community Based Event,Mobile Unit,29.0,General Public,Sharepoint,Play
Urban Park Rangers,General Public,2021-08-20T18:40:00.000,Staten Island,Pool,West Brighton,Spot the Lanternfly,Agency Produced Event,Nature,0.0,General Public,Sharepoint,Cool Pools
Recreation,ACF Art Students League,2021-08-20T18:00:00.000,Bronx,Playground,Playground for All Children,ACF Watercolor Workshop with Kalila,Agency Produced Event,Arts/Culture,0.0,General Public,Sharepoint,AC&F
Recreation,,2021-08-19T00:15:00.000,Brooklyn,Park,Msgr. McGolrick Park,Frozen 2 (2019),Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-15T00:15:00.000,Brooklyn,Park,Sunset Park,Raya and the Last Dragon (2021),Community Based Event,Mobile Unit,300.0,General Public,Sharepoint,M.U.T.S
Recreation,,2021-08-20T16:00:00.000,Bronx,Pool,Van Courtland,POP UP EVENT,Community Based Event,Mobile Unit,12.0,General Public,Sharepoint,Play
Recreation,,2021-08-16T00:15:00.000,Brooklyn,Playground,John Hancock Playground,Trolls World Tour (2020),Community Based Event,Mobile Unit,70.0,General Public,Sharepoint,M.U.T.S
Public Programs,CM Gibson,2021-08-19T01:00:00.000,Bronx,Playground,Little Claremont Playground,Movies Under the Stars - Toy Story 4,Community Based Event,Mobile Unit,0.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Recreation,,2021-08-21T15:00:00.000,Queens,Playground,Corona Golf Playground,Tie Dye,Local Event,KIM,40.0,Children,Sharepoint,AC&F
Recreation,,2021-08-14T15:00:00.000,Queens,Playground,Torsney Playground,Tie Dye,Local Event,KIM,50.0,Children,Sharepoint,AC&F
Public Programs,N/A,2021-08-20T01:00:00.000,Bronx,Park,Crotona Park,Movies Under the Stars - Scoob!,Community Based Event,Mobile Unit,25.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2021-08-11T18:45:00.000,Manhattan,Pool,Dry Dock,Bugs,Agency Produced Event,Nature,15.0,General Public,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-12T19:00:00.000,Manhattan,Pool,Wagner,Raptor Strength Test,Agency Produced Event,Nature,35.0,General Public,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-13T19:00:00.000,Queens,Pool,Liberty,Aquatic Wildlife,Agency Produced Event,Nature,19.0,General Public,Sharepoint,Cool Pools
Urban Park Rangers,General Public,2021-08-19T19:00:00.000,Queens,Pool,Fisher Pool,Backyard Bass,Agency Produced Event,Nature,25.0,General Public,Sharepoint,Cool Pools
Recreation,,2021-08-21T16:00:00.000,Bronx,Other,172nd St & 3rd Avenue,Back to School Event,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,Play
Recreation,Harlem Dance Club,2021-07-31T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,49.0,"Children, Young Adult, Adults, Teens, Seniors, General Public, Adaptive",Sharepoint,Dance
Recreation,Harlem Dance Club,2021-07-24T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,58.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,Dance
Recreation,Harlem Dance Club,2021-07-17T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,62.0,"Children, Young Adult, Adults, Seniors, General Public, Teens",Sharepoint,Dance
Recreation,,2021-08-20T00:00:00.000,Queens,Park,St. Albans Park,The Lion King (2019),Community Based Event,Mobile Unit,52.0,General Public,Sharepoint,M.U.T.S
Recreation,Harlem Dance Club,2021-08-14T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,21.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,Dance
Recreation,Harlem Dance Club,2021-07-10T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,55.0,"Children, Young Adult, Adults, Teens, Seniors, General Public",Sharepoint,Dance
Urban Park Rangers,General Public,2021-08-18T19:00:00.000,Queens,Pool,Liberty,Cool Pools,Agency Produced Event,Nature,2.0,General Public,Sharepoint,Cool Pools
Recreation,Harlem Dance Club,2021-08-21T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,11.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,Dance
Public Programs,,2021-08-21T00:30:00.000,Bronx,Other,Orchard Beach,Movies Under the Stars - Godzilla vs. Kong,Community Based Event,Mobile Unit,350.0,"Children, Young Adult, Adults, Teens, Adaptive, Seniors",Sharepoint,M.U.T.S
Recreation,Harlem Dance Club,2021-08-07T14:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Harlem Dance Club Workshop,Community Based Event,Arts/Culture,47.0,"Young Adult, Children, Adults, Teens, Adaptive, Seniors, General Public",Sharepoint,
Recreation,Ben Abrams Playground,2021-08-18T19:30:00.000,Bronx,Playground,Ben Abrams Playground,ACF ART WORKSHOP,Local Event,Arts/Culture,30.0,"Children, Adults, Seniors",Sharepoint,AC&F
Urban Park Rangers,General Public,2021-08-23T19:00:00.000,Queens,Pool,Liberty,Cool Pools,Agency Produced Event,Nature,2.0,General Public,Sharepoint,Cool Pools
Recreation,MOME,2021-08-19T00:00:00.000,Manhattan,Park,St. Vartan Park,MUTS A Beautiful Day in the Neighbourhood,Community Based Event,Mobile Unit,120.0,General Public,Sharepoint,M.U.T.S
Recreation,art  culture & fun,2021-08-20T19:00:00.000,Bronx,Playground,Mullaly's Skate Park,ACF ART WORKSHOP,Local Event,Arts/Culture,10.0,"Children, General Public",Sharepoint,AC&F
Recreation,MOME,2021-08-20T00:00:00.000,Manhattan,Park,St. Catherine's Park,MUTS Wonder Woman: 1984,Community Based Event,Mobile Unit,155.0,General Public,Sharepoint,M.U.T.S
Recreation,MOME,2021-08-21T00:00:00.000,Manhattan,Playground,Murphy's Brother's Playground,MUTS Pee-Wee's Big Adventure,Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,M.U.T.S
Recreation,Taikoza,2021-08-21T16:00:00.000,Manhattan,Playground,Alfred E. Smith Playground,ACF Concert: Taikoza,Community Based Event,Performance,35.0,General Public,Sharepoint,AC&F
Recreation,Movie under the Stars,2021-08-18T00:00:00.000,Staten Island,Park,Father Macris,Jumanji: The Next Level,Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,Movies
Recreation,Movies Under the Stars,2021-08-20T00:00:00.000,Staten Island,Park,The Big Park,Spiderman:Into the Spiderverse,Community Based Event,Mobile Unit,30.0,General Public,Sharepoint,Movies
Recreation,Movies under the stars,2021-08-21T00:00:00.000,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Jurassic Park,Community Based Event,Mobile Unit,35.0,General Public,Sharepoint,Movies
Recreation,Poe Park Visitor Center,2021-08-24T14:00:00.000,Bronx,Park,Poe Park,"Summer Programming/Art, Culture and Fun",Local Event,Arts/Culture,350.0,"Seniors, General Public, Adaptive, Teens, Adults, Young Adult, Children, Tot",Sharepoint,AC&F
Recreation,,2021-08-24T15:00:00.000,Queens,Playground,Grover Cleveland Playground,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,32.0,General Public,Sharepoint,Play
Recreation,,2021-08-24T15:00:00.000,Bronx,Pool,Claremont,POP UP EVENT,Community Based Event,Mobile Unit,8.0,General Public,Sharepoint,Play
Recreation,PS 107,2021-08-25T14:00:00.000,Bronx,Park,Soundview Park,Monologues for Kids,Agency Produced Event,Arts/Culture,0.0,Children,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2021-08-24T19:30:00.000,Bronx,Pool,Haffen,Caterpillars,Agency Produced Event,Nature,12.0,"Tot, Children, Teens, General Public",Sharepoint,Cool Pools
Recreation,,2021-08-24T19:00:00.000,Bronx,Other,Van Dyke Cornerstone 392 Blake Avenue,FDNY POP UP EVENT,Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,Play
Recreation,,2021-08-25T16:00:00.000,Bronx,Other,759 Jennings Street (Between Union & Prospect Avenue),NYPD COMMUNITY AFFAIRS (BRINGS UNITY BACK TO THE COMMUNITY),Community Based Event,Mobile Unit,85.0,General Public,Sharepoint,Play
Recreation,,2021-08-25T15:00:00.000,Queens,Other,Athens Square,Mobile Unit Pop-Up,Community Based Event,Mobile Unit,11.0,General Public,Sharepoint,Play
